"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","previous"
"330",48,"admin.","single","secondary","no",1150,"yes","no","unknown",28,"may",357,1,0
"331",37,"admin.","married","secondary","no",121,"no","no","cellular",22,"jul",22,6,0
"332",29,"technician","single","tertiary","no",828,"yes","no","cellular",16,"apr",215,3,3
"333",34,"admin.","married","secondary","no",244,"yes","no","cellular",31,"jul",56,4,0
"334",32,"services","married","primary","yes",228,"yes","no","cellular",21,"jul",1017,6,0
"335",30,"management","single","tertiary","yes",424,"no","no","cellular",16,"apr",298,4,0
"336",47,"management","divorced","tertiary","no",447,"no","yes","unknown",7,"may",126,1,0
"337",33,"blue-collar","married","primary","no",-195,"no","no","unknown",20,"sep",9,1,0
"338",33,"management","single","tertiary","no",1410,"yes","no","cellular",5,"feb",8,1,5
"339",63,"retired","married","primary","no",1084,"no","no","cellular",14,"oct",201,1,1
"340",51,"self-employed","divorced","primary","no",10924,"no","no","cellular",6,"may",106,2,0
"341",41,"management","married","tertiary","no",832,"yes","yes","cellular",21,"nov",164,1,1
"342",56,"retired","married","tertiary","no",478,"no","no","cellular",5,"feb",97,1,0
"343",60,"management","single","tertiary","no",0,"no","yes","cellular",23,"jul",151,1,0
"344",41,"self-employed","single","tertiary","no",3950,"yes","no","unknown",30,"may",96,2,0
"345",37,"management","single","unknown","no",504,"yes","no","cellular",16,"apr",555,1,0
"346",36,"blue-collar","single","secondary","no",219,"yes","yes","cellular",11,"may",270,2,1
"347",57,"management","married","tertiary","no",1602,"no","no","cellular",29,"jul",339,3,0
"348",55,"management","married","primary","yes",2587,"no","no","cellular",4,"sep",328,2,2
"349",44,"admin.","married","secondary","no",0,"yes","yes","unknown",16,"may",159,1,0
"350",47,"self-employed","married","tertiary","no",2303,"yes","no","cellular",6,"may",323,2,1
"351",31,"blue-collar","married","secondary","no",1660,"yes","no","cellular",20,"apr",342,1,0
"352",35,"management","married","tertiary","no",32,"yes","no","cellular",21,"nov",180,1,0
"353",39,"management","married","tertiary","no",278,"no","yes","cellular",28,"jul",60,3,0
"354",50,"management","married","tertiary","no",4,"no","no","cellular",17,"nov",223,1,2
"355",29,"management","married","tertiary","no",318,"yes","no","cellular",18,"may",1434,2,4
"356",30,"services","single","secondary","no",209,"yes","no","unknown",6,"may",30,2,0
"357",46,"services","married","secondary","no",271,"yes","no","unknown",16,"may",134,4,0
"358",27,"management","single","unknown","no",3196,"no","no","cellular",9,"feb",10,2,0
"359",48,"admin.","divorced","secondary","yes",4099,"no","no","cellular",2,"apr",397,2,0
"360",26,"student","single","secondary","no",2572,"yes","no","cellular",5,"may",620,1,0
"361",36,"management","single","tertiary","no",339,"no","no","cellular",21,"nov",6,6,0
"362",42,"blue-collar","married","primary","no",0,"yes","yes","cellular",7,"may",209,2,0
"363",50,"housemaid","married","primary","no",395,"yes","no","unknown",15,"may",419,2,0
"364",49,"blue-collar","married","secondary","no",2039,"yes","no","cellular",18,"nov",283,2,0
"365",45,"management","married","tertiary","no",5450,"no","no","cellular",8,"aug",188,2,0
"366",23,"student","single","secondary","no",780,"no","no","cellular",16,"sep",267,1,0
"367",38,"technician","single","secondary","no",0,"yes","no","cellular",7,"apr",196,2,0
"368",32,"management","single","tertiary","no",8436,"yes","no","cellular",17,"apr",245,1,2
"369",60,"technician","single","primary","yes",11262,"no","no","cellular",26,"aug",323,1,0
"370",30,"entrepreneur","married","secondary","no",946,"yes","no","cellular",19,"nov",1065,1,1
"371",58,"housemaid","married","tertiary","no",497,"no","no","unknown",11,"jun",138,5,0
"372",60,"retired","married","primary","no",55,"no","no","cellular",4,"jun",207,1,0
"373",38,"services","married","secondary","no",-140,"no","no","unknown",25,"jun",456,3,0
"374",51,"technician","married","secondary","no",-379,"yes","no","cellular",5,"aug",261,1,0
"375",42,"admin.","married","secondary","no",-396,"yes","no","cellular",11,"may",80,1,4
"376",30,"services","single","secondary","no",0,"yes","no","cellular",18,"may",131,6,9
"377",40,"management","married","primary","no",733,"yes","no","unknown",6,"jun",94,7,0
"378",37,"management","married","tertiary","yes",393,"yes","no","cellular",14,"may",567,3,4
"379",53,"technician","divorced","primary","no",7290,"yes","no","unknown",30,"may",153,1,0
"380",27,"services","single","secondary","no",468,"yes","no","cellular",13,"may",109,1,0
"381",39,"blue-collar","married","secondary","no",0,"yes","no","cellular",30,"apr",53,1,1
"382",39,"blue-collar","married","primary","no",3705,"yes","no","unknown",16,"jun",77,1,0
"383",59,"retired","married","tertiary","yes",9676,"no","no","telephone",27,"mar",234,2,0
"384",37,"services","married","secondary","no",1328,"yes","no","telephone",13,"may",121,2,4
"385",41,"blue-collar","married","primary","no",8,"yes","no","cellular",15,"jul",155,2,0
"386",45,"blue-collar","married","primary","no",61,"no","no","cellular",17,"apr",108,1,0
"387",48,"management","married","tertiary","no",6613,"no","no","unknown",17,"jun",159,3,0
"388",48,"technician","married","secondary","no",302,"yes","no","unknown",26,"may",208,3,0
"389",32,"blue-collar","married","secondary","no",1005,"no","no","cellular",12,"may",215,1,0
"390",35,"services","married","secondary","no",109,"yes","no","unknown",6,"may",597,3,0
"391",33,"management","single","tertiary","no",1240,"yes","no","cellular",4,"feb",505,2,1
"392",28,"blue-collar","single","primary","no",0,"yes","yes","unknown",3,"jun",380,4,0
"393",64,"retired","married","unknown","no",2923,"no","no","cellular",12,"mar",120,1,0
"394",35,"technician","married","secondary","no",0,"no","no","cellular",27,"aug",106,4,0
"395",33,"blue-collar","married","secondary","no",43,"yes","no","cellular",14,"may",332,2,2
"396",41,"technician","married","secondary","no",288,"yes","no","unknown",15,"may",221,4,0
"397",34,"admin.","married","secondary","no",613,"yes","no","cellular",4,"jun",80,1,0
"398",37,"technician","single","tertiary","no",6101,"no","no","cellular",4,"may",60,5,1
"399",38,"blue-collar","married","primary","no",168,"yes","yes","telephone",13,"may",212,3,0
"400",39,"blue-collar","married","primary","no",7685,"yes","no","cellular",14,"apr",493,3,0
"401",35,"technician","divorced","tertiary","no",4515,"yes","no","cellular",19,"nov",98,2,0
"402",28,"blue-collar","single","secondary","yes",517,"no","yes","cellular",8,"jul",681,1,0
"403",27,"blue-collar","single","secondary","no",148,"no","no","cellular",22,"jul",203,1,0
"404",48,"retired","married","primary","no",-285,"no","yes","cellular",19,"nov",157,1,0
"405",50,"blue-collar","married","secondary","no",887,"no","no","unknown",16,"jun",287,1,0
"406",45,"self-employed","married","secondary","no",3098,"yes","no","cellular",7,"aug",159,2,0
"407",41,"technician","married","tertiary","no",744,"yes","no","unknown",14,"may",125,1,0
"408",39,"technician","married","secondary","no",130,"no","no","cellular",8,"jul",202,2,0
"409",44,"management","married","secondary","no",438,"yes","no","telephone",8,"may",37,3,1
"410",54,"admin.","married","secondary","yes",0,"no","no","cellular",28,"jan",161,1,2
"411",49,"management","married","tertiary","no",322,"no","no","cellular",6,"aug",72,4,0
"412",34,"blue-collar","single","secondary","no",186,"no","no","cellular",2,"feb",342,1,0
"413",75,"retired","divorced","tertiary","yes",3810,"yes","no","cellular",16,"nov",262,1,1
"414",42,"management","married","tertiary","no",0,"no","no","cellular",13,"aug",325,2,0
"415",53,"blue-collar","married","secondary","no",4380,"no","no","telephone",19,"aug",223,7,0
"416",49,"management","divorced","tertiary","yes",755,"no","no","cellular",31,"jul",1212,4,0
"417",31,"services","single","secondary","no",2070,"no","no","cellular",29,"aug",319,2,0
"418",45,"blue-collar","single","primary","no",999,"no","no","cellular",29,"jan",182,2,0
"419",39,"self-employed","married","secondary","no",167,"yes","yes","cellular",17,"jul",330,1,0
"420",46,"technician","married","secondary","no",1322,"yes","yes","cellular",19,"nov",514,1,0
"421",42,"admin.","divorced","secondary","no",1076,"yes","no","unknown",14,"may",213,1,0
"422",37,"management","married","tertiary","no",502,"yes","no","cellular",7,"may",551,1,1
"423",26,"technician","single","tertiary","no",1216,"yes","no","cellular",16,"apr",472,2,0
"424",37,"management","single","tertiary","no",876,"yes","no","cellular",15,"apr",140,4,2
"425",36,"services","single","secondary","no",342,"yes","no","unknown",7,"may",142,1,0
"426",29,"blue-collar","single","primary","no",950,"yes","no","unknown",4,"jun",135,3,0
"427",36,"blue-collar","married","primary","no",973,"yes","yes","unknown",23,"may",293,1,0
"428",26,"technician","married","tertiary","no",3825,"yes","no","unknown",13,"may",107,1,0
"429",32,"blue-collar","married","secondary","no",2366,"yes","no","unknown",20,"may",127,2,0
"430",40,"management","married","tertiary","no",542,"yes","no","cellular",20,"nov",1816,1,0
"431",53,"management","married","primary","no",995,"no","no","cellular",4,"feb",200,3,0
"432",29,"management","married","tertiary","no",20,"yes","no","cellular",12,"may",418,1,0
"433",34,"technician","single","tertiary","no",228,"yes","no","cellular",22,"jul",387,4,0
"434",43,"blue-collar","married","secondary","no",130,"no","no","cellular",5,"may",156,1,3
"435",56,"management","married","tertiary","no",217,"no","yes","cellular",21,"jul",121,2,0
"436",55,"entrepreneur","divorced","tertiary","no",0,"no","no","unknown",6,"jun",108,2,0
"437",31,"self-employed","married","tertiary","no",259,"yes","no","cellular",7,"may",47,1,0
"438",27,"admin.","single","secondary","no",619,"yes","no","cellular",20,"apr",16,5,4
"439",36,"management","married","secondary","no",644,"yes","no","cellular",18,"nov",54,2,0
"440",44,"management","married","tertiary","no",22,"yes","no","cellular",6,"aug",265,2,0
"441",37,"admin.","divorced","tertiary","no",4303,"yes","no","unknown",23,"may",168,1,0
"442",30,"admin.","single","secondary","no",239,"yes","no","cellular",7,"may",115,3,0
"443",42,"technician","single","secondary","no",275,"no","no","cellular",26,"aug",31,8,0
"444",30,"management","married","tertiary","yes",1221,"yes","no","telephone",25,"jul",279,4,0
"445",62,"retired","married","secondary","no",816,"no","no","cellular",1,"sep",28,2,0
"446",24,"blue-collar","married","secondary","no",1222,"yes","no","cellular",20,"apr",369,1,0
"447",31,"technician","married","secondary","no",2363,"yes","no","unknown",13,"may",247,1,0
"448",66,"retired","married","tertiary","no",2262,"no","no","cellular",22,"apr",155,1,0
"449",47,"admin.","married","secondary","no",2,"no","no","cellular",10,"jul",89,1,0
"450",39,"entrepreneur","married","tertiary","no",2,"yes","no","cellular",17,"nov",180,1,0
"451",35,"technician","married","secondary","yes",4508,"yes","no","cellular",18,"nov",854,1,0
"452",35,"admin.","divorced","secondary","no",-402,"yes","no","cellular",17,"apr",46,1,0
"453",27,"technician","married","secondary","no",1577,"yes","yes","unknown",28,"may",266,2,0
"454",32,"blue-collar","married","secondary","no",34,"yes","no","cellular",5,"may",321,2,0
"455",44,"management","married","tertiary","no",795,"no","no","cellular",28,"aug",99,24,0
"456",42,"blue-collar","married","secondary","no",117,"yes","no","unknown",9,"may",147,1,0
"457",34,"self-employed","single","tertiary","yes",5462,"no","no","cellular",30,"apr",430,1,0
"458",25,"services","single","secondary","no",402,"no","yes","cellular",7,"jul",264,1,0
"459",40,"technician","single","secondary","no",641,"no","no","cellular",16,"jul",156,6,0
"460",43,"management","divorced","tertiary","no",36,"no","no","cellular",26,"may",118,1,2
"461",55,"unemployed","married","tertiary","no",383,"no","no","unknown",6,"may",343,3,0
"462",50,"blue-collar","married","secondary","no",283,"yes","no","cellular",7,"aug",226,3,0
"463",45,"management","divorced","tertiary","no",0,"no","no","unknown",1,"jun",5,1,0
"464",35,"blue-collar","divorced","secondary","no",3102,"yes","no","cellular",20,"nov",138,1,0
"465",32,"blue-collar","married","secondary","yes",889,"yes","no","cellular",10,"sep",185,1,5
"466",59,"housemaid","married","secondary","no",0,"no","no","telephone",3,"feb",722,1,4
"467",34,"self-employed","married","secondary","no",-370,"yes","no","unknown",21,"may",748,1,0
"468",39,"management","married","tertiary","no",-606,"yes","no","unknown",26,"may",142,1,0
"469",40,"management","single","secondary","no",10378,"yes","no","cellular",17,"nov",523,3,0
"470",36,"blue-collar","single","primary","no",1313,"yes","no","unknown",20,"jun",8,10,0
"471",40,"management","married","tertiary","no",8969,"yes","no","cellular",17,"nov",153,1,0
"472",55,"self-employed","married","secondary","no",-196,"yes","no","unknown",20,"may",210,2,0
"473",38,"entrepreneur","married","secondary","no",15,"yes","no","cellular",10,"jul",121,1,0
"474",61,"admin.","married","secondary","yes",4608,"no","no","cellular",12,"mar",212,1,0
"475",41,"management","married","tertiary","no",666,"yes","no","unknown",21,"may",253,3,0
"476",57,"blue-collar","married","primary","no",452,"yes","no","unknown",13,"may",139,4,0
"477",48,"blue-collar","married","secondary","no",149,"yes","no","unknown",9,"may",71,1,0
"478",77,"retired","married","tertiary","yes",7802,"no","no","telephone",4,"may",421,1,2
"479",35,"services","married","secondary","no",1453,"yes","no","unknown",28,"may",199,1,0
"480",54,"blue-collar","married","secondary","no",1480,"yes","no","unknown",14,"may",108,1,0
"481",37,"management","single","unknown","no",715,"yes","no","unknown",20,"may",247,2,0
"482",56,"management","single","secondary","no",237,"yes","no","telephone",9,"jul",236,4,0
"483",40,"technician","married","secondary","no",694,"yes","no","cellular",4,"feb",97,4,5
"484",40,"management","married","tertiary","no",0,"no","no","cellular",14,"jul",109,8,0
"485",54,"management","married","tertiary","no",55,"yes","no","cellular",2,"jun",112,2,0
"486",55,"housemaid","married","primary","no",136,"yes","no","unknown",19,"jun",15,10,0
"487",55,"services","divorced","secondary","no",-404,"yes","no","cellular",22,"jul",502,3,0
"488",52,"blue-collar","married","primary","no",779,"yes","no","unknown",16,"may",30,3,0
"489",55,"blue-collar","single","primary","no",1187,"yes","no","unknown",2,"jun",193,2,0
"490",33,"management","married","tertiary","no",641,"yes","no","cellular",13,"aug",347,2,0
"491",52,"blue-collar","married","unknown","no",826,"yes","no","unknown",15,"may",468,2,0
"492",33,"services","divorced","secondary","no",991,"yes","no","unknown",27,"may",148,1,0
"493",53,"admin.","married","secondary","yes",1796,"no","no","telephone",16,"mar",295,1,2
"494",46,"admin.","married","secondary","yes",22,"no","no","cellular",26,"aug",388,6,0
"495",44,"technician","single","secondary","yes",244,"yes","no","cellular",12,"aug",1735,4,0
"496",48,"management","divorced","tertiary","no",1328,"yes","no","unknown",6,"may",339,1,0
"497",50,"housemaid","married","secondary","no",7317,"yes","no","cellular",13,"may",172,1,1
"498",34,"technician","single","secondary","no",4943,"yes","yes","cellular",19,"nov",117,2,0
"499",38,"technician","single","secondary","no",258,"no","yes","unknown",20,"jun",587,2,0
"500",42,"management","single","tertiary","no",515,"yes","no","cellular",19,"nov",501,2,0
